Column,graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_auftraggeber_anzahl
1236,orig_lobbyregister_2022-09-13_#0015422,lobbyregister_client,lobbyregister,2022-09-13,Thermo Fisher Scientific Germany BV & Co. KG,Thermo Fisher Scientific Germany BV & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021681,
1237,orig_lobbyregister_2022-09-16_#0015423,lobbyregister_client,lobbyregister,2022-09-16,The Rotary Foundation,The Rotary Foundation,norm_lobbyregister_eintrag_2022-09-19_#0021682,
1238,orig_lobbyregister_2022-06-23_#0015424,lobbyregister_client,lobbyregister,2022-06-23,The SeaCleaners,The SeaCleaners,norm_lobbyregister_eintrag_2022-09-19_#0021684,
1239,orig_lobbyregister_2022-07-08_#0015425,lobbyregister_client,lobbyregister,2022-07-08,The Walt Disney Company (Germany) GmbH,The Walt Disney Company (Germany) GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021689,
1240,orig_lobbyregister_2022-09-08_#0015426,lobbyregister_client,lobbyregister,2022-09-08,The Wellcome Trust Limited,The Wellcome Trust Limited,norm_lobbyregister_eintrag_2022-09-19_#0021690,
1241,orig_lobbyregister_2022-08-05_#0015427,lobbyregister_client,lobbyregister,2022-08-05,Think Tank DialogGesellschaft e.V.,Think Tank DialogGesellschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021697,
1242,orig_lobbyregister_2022-09-15_#0015428,lobbyregister_client,lobbyregister,2022-09-15,Thorn,Thorn,norm_lobbyregister_eintrag_2022-09-19_#0021706,
1243,orig_lobbyregister_2022-07-19_#0015429,lobbyregister_client,lobbyregister,2022-07-19,Thüga Aktiengesellschaft,Thüga Aktiengesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0021711,
1244,orig_lobbyregister_2022-09-13_#0015430,lobbyregister_client,lobbyregister,2022-09-13,Thyssengas GmbH,Thyssengas GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021745,
1245,orig_lobbyregister_2022-04-28_#0015431,lobbyregister_client,lobbyregister,2022-04-28,thyssenkrupp Industrial Solutions,thyssenkrupp Industrial Solutions,norm_lobbyregister_eintrag_2022-09-19_#0021747,
1246,orig_lobbyregister_2022-07-25_#0015432,lobbyregister_client,lobbyregister,2022-07-25,thyssenkrupp Steel Europe AG,thyssenkrupp Steel Europe AG,norm_lobbyregister_eintrag_2022-09-19_#0021750,
1247,orig_lobbyregister_2022-08-09_#0015433,lobbyregister_client,lobbyregister,2022-08-09,TIER Mobility SE,TIER Mobility SE,norm_lobbyregister_eintrag_2022-09-19_#0021762,
1248,orig_lobbyregister_2022-02-28_#0015434,lobbyregister_client,lobbyregister,2022-02-28,Tier- und Umweltschutzorganisationen (DNR) e.V.,Tier- und Umweltschutzorganisationen (DNR) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021771,
1249,orig_lobbyregister_2022-09-15_#0015435,lobbyregister_client,lobbyregister,2022-09-15,TikTok Germany GmbH,TikTok Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021773,
1250,orig_lobbyregister_2022-05-17_#0015436,lobbyregister_client,lobbyregister,2022-05-17,Tilray Deutschland GmbH,Tilray Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021775,
1251,orig_lobbyregister_2022-08-31_#0015437,lobbyregister_client,lobbyregister,2022-08-31,Tipico Co Ltd,Tipico Co Ltd,norm_lobbyregister_eintrag_2022-09-19_#0021778,
1252,orig_lobbyregister_2022-07-02_#0015438,lobbyregister_client,lobbyregister,2022-07-02,Together For Girls,Together For Girls,norm_lobbyregister_eintrag_2022-09-19_#0021797,
1253,orig_lobbyregister_2022-07-01_#0015439,lobbyregister_client,lobbyregister,2022-07-01,Together for Girls,Together for Girls,norm_lobbyregister_eintrag_2022-09-19_#0021798,
1254,orig_lobbyregister_2022-02-17_#0015440,lobbyregister_client,lobbyregister,2022-02-17,Toll4Europe,Toll4Europe,norm_lobbyregister_eintrag_2022-09-19_#0021801,
1255,orig_lobbyregister_2022-06-02_#0015441,lobbyregister_client,lobbyregister,2022-06-02,TotalEnergies Marketing Deutschland GmbH,TotalEnergies Marketing Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021813,
1256,orig_lobbyregister_2022-02-26_#0015442,lobbyregister_client,lobbyregister,2022-02-26,Toto-Lotto Niedersachsen GmbH,Toto-Lotto Niedersachsen GmbH,norm_a_watch_organisation_2022-09-19_#0021821,
1257,orig_lobbyregister_2022-09-15_#0015443,lobbyregister_client,lobbyregister,2022-09-15,Transmutex SA,Transmutex SA,norm_lobbyregister_eintrag_2022-09-19_#0021895,
1258,orig_lobbyregister_2022-09-14_#0015444,lobbyregister_client,lobbyregister,2022-09-14,Tree Energy Solutions GmbH,Tree Energy Solutions GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021922,
1259,orig_lobbyregister_2022-02-24_#0015445,lobbyregister_client,lobbyregister,2022-02-24,Trianel Energieprojekte GmbH & Co. KG,Trianel Energieprojekte GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021927,
1260,orig_lobbyregister_2022-02-24_#0015446,lobbyregister_client,lobbyregister,2022-02-24,Trianel Gaskraftwerk Hamm GmbH & Co. KG,Trianel Gaskraftwerk Hamm GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021928,
1261,orig_lobbyregister_2022-02-24_#0015447,lobbyregister_client,lobbyregister,2022-02-24,Trianel Gasspeicher Epe GmbH & Co. KG,Trianel Gasspeicher Epe GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021929,
1262,orig_lobbyregister_2022-07-22_#0015448,lobbyregister_client,lobbyregister,2022-07-22,Trianel GmbH,Trianel GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021930,
1263,orig_lobbyregister_2022-02-24_#0015449,lobbyregister_client,lobbyregister,2022-02-24,Trianel Kohlekraftwerke Lünen GmbH & Co. KG,Trianel Kohlekraftwerke Lünen GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021931,
1264,orig_lobbyregister_2022-02-24_#0015450,lobbyregister_client,lobbyregister,2022-02-24,Trianel Windkraftwerk Borkum GmbH & Co. KG,Trianel Windkraftwerk Borkum GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021933,
1265,orig_lobbyregister_2022-02-24_#0015451,lobbyregister_client,lobbyregister,2022-02-24,Trianel Windkraftwerk Borkum II GmbH & Co. KG,Trianel Windkraftwerk Borkum II GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021934,
1266,orig_lobbyregister_2022-06-02_#0015452,lobbyregister_client,lobbyregister,2022-06-02,TRIMET Aluminium SE,TRIMET Aluminium SE,norm_lobbyregister_eintrag_2022-09-19_#0021940,
1267,orig_lobbyregister_2022-09-15_#0015453,lobbyregister_client,lobbyregister,2022-09-15,trivago N.V.,trivago N.V.,norm_lobbyregister_eintrag_2022-09-19_#0021945,
1268,orig_lobbyregister_2022-09-15_#0015454,lobbyregister_client,lobbyregister,2022-09-15,Tronox Holdings plc,Tronox Holdings plc,norm_lobbyregister_eintrag_2022-09-19_#0021947,
1269,orig_lobbyregister_2022-03-17_#0015455,lobbyregister_client,lobbyregister,2022-03-17,True North Management Partners,True North Management Partners,norm_lobbyregister_eintrag_2022-09-19_#0021950,
1270,orig_lobbyregister_2022-04-20_#0015456,lobbyregister_client,lobbyregister,2022-04-20,TUBIS AG,TUBIS AG,norm_lobbyregister_eintrag_2022-09-19_#0021959,
1271,orig_lobbyregister_2022-09-15_#0015457,lobbyregister_client,lobbyregister,2022-09-15,TÜV NORD AG,TÜV NORD AG,norm_lobbyregister_eintrag_2022-09-19_#0021978,
1272,orig_lobbyregister_2022-06-07_#0015458,lobbyregister_client,lobbyregister,2022-06-07,TÜV Rheinland AG,TÜV Rheinland AG,norm_lobbyregister_eintrag_2022-09-19_#0021979,
1273,orig_lobbyregister_2022-04-27_#0015459,lobbyregister_client,lobbyregister,2022-04-27,TÜV Rheinland Kraftfahrt GmbH,TÜV Rheinland Kraftfahrt GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021984,
1274,orig_lobbyregister_2022-07-20_#0015460,lobbyregister_client,lobbyregister,2022-07-20,TÜV SÜD AG,TÜV SÜD AG,norm_lobbyregister_eintrag_2022-09-19_#0021985,
1275,orig_lobbyregister_2022-06-02_#0015461,lobbyregister_client,lobbyregister,2022-06-02,TÜV SÜD Industrie Service GmbH,TÜV SÜD Industrie Service GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021987,
1276,orig_lobbyregister_2022-09-05_#0015462,lobbyregister_client,lobbyregister,2022-09-05,U.S. Industrial Pellet Association (USIPA),U.S. Industrial Pellet Association (USIPA),norm_lobbyregister_eintrag_2022-09-19_#0022011,
1277,orig_lobbyregister_2022-06-29_#0015463,lobbyregister_client,lobbyregister,2022-06-29,Uber B.V.,Uber B.V.,norm_lobbyregister_eintrag_2022-09-19_#0022017,
1278,orig_lobbyregister_2022-05-23_#0015464,lobbyregister_client,lobbyregister,2022-05-23,Uber Germany GmbH,Uber Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022021,
1279,orig_lobbyregister_2022-09-15_#0015465,lobbyregister_client,lobbyregister,2022-09-15,Ubirch GmbH,Ubirch GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022032,
1280,orig_lobbyregister_2022-08-25_#0015466,lobbyregister_client,lobbyregister,2022-08-25,UCB Pharma GmbH,UCB Pharma GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022044,
1281,orig_lobbyregister_2022-06-02_#0015467,lobbyregister_client,lobbyregister,2022-06-02,Uhlmann Pac-Systeme GmbH & Co. KG,Uhlmann Pac-Systeme GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0022064,
1282,orig_lobbyregister_2022-09-05_#0015468,lobbyregister_client,lobbyregister,2022-09-05,Ukrainian Business and Trade Association (UBTA),Ukrainian Business and Trade Association (UBTA),norm_lobbyregister_eintrag_2022-09-19_#0022075,
1283,orig_lobbyregister_2022-04-05_#0015469,lobbyregister_client,lobbyregister,2022-04-05,UMAX Trade,UMAX Trade,norm_lobbyregister_eintrag_2022-09-19_#0022091,
1284,orig_lobbyregister_2022-02-28_#0015470,lobbyregister_client,lobbyregister,2022-02-28,Umicore NV/SA,Umicore NV/SA,norm_lobbyregister_eintrag_2022-09-19_#0022094,
1285,orig_lobbyregister_2022-04-13_#0015471,lobbyregister_client,lobbyregister,2022-04-13,Unabhängiger Tanklagerverband e.V.,Unabhängiger Tanklagerverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022134,
1286,orig_lobbyregister_2022-09-13_#0015472,lobbyregister_client,lobbyregister,2022-09-13,Union Asset Management Holding AG,Union Asset Management Holding AG,norm_lobbypedia_parteispenden_2022-09-19_#0022174,
1287,orig_lobbyregister_2022-07-28_#0015473,lobbyregister_client,lobbyregister,2022-07-28,Union Krankenversicherung Aktiengesellschaft,Union Krankenversicherung Aktiengesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0022194,
1288,orig_lobbyregister_2022-07-28_#0015474,lobbyregister_client,lobbyregister,2022-07-28,Union Reiseversicherung Aktiengesellschaft,Union Reiseversicherung Aktiengesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0022201,
1289,orig_lobbyregister_2022-06-27_#0015475,lobbyregister_client,lobbyregister,2022-06-27,Uniper,Uniper,norm_lobbyregister_eintrag_2022-09-19_#0022213,
1290,orig_lobbyregister_2022-06-02_#0015476,lobbyregister_client,lobbyregister,2022-06-02,Uniper Energy Sales GmbH,Uniper Energy Sales GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022214,
1291,orig_lobbyregister_2022-06-02_#0015477,lobbyregister_client,lobbyregister,2022-06-02,Uniper Kraftwerke GmbH,Uniper Kraftwerke GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022215,
1292,orig_lobbyregister_2022-09-15_#0015478,lobbyregister_client,lobbyregister,2022-09-15,Uniper SE,Uniper SE,norm_lobbyregister_eintrag_2022-09-19_#0022216,
1293,orig_lobbyregister_2022-07-02_#0015479,lobbyregister_client,lobbyregister,2022-07-02,United Nations,United Nations,norm_lobbyregister_eintrag_2022-09-19_#0022229,
1294,orig_lobbyregister_2022-06-02_#0015480,lobbyregister_client,lobbyregister,2022-06-02,UNITI Bundesverband mittelständischer Mineralölunternehmen e.V.,UNITI Bundesverband mittelständischer Mineralölunternehmen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022244,
1295,orig_lobbyregister_2022-06-14_#0015481,lobbyregister_client,lobbyregister,2022-06-14,Universität Regensburg - IREBS Institut für Immobilienwirtschaft,Universität Regensburg - IREBS Institut für Immobilienwirtschaft,norm_lobbyregister_eintrag_2022-09-19_#0022256,
1296,orig_lobbyregister_2022-08-16_#0015482,lobbyregister_client,lobbyregister,2022-08-16,Universitätsklinikium Mannheim GmbH,Universitätsklinikium Mannheim GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022260,
1297,orig_lobbyregister_2022-09-16_#0015483,lobbyregister_client,lobbyregister,2022-09-16,Unternehmensinitiative Zeitarbeit sichert Pflege,Unternehmensinitiative Zeitarbeit sichert Pflege,norm_lobbyregister_eintrag_2022-09-19_#0022350,
1298,orig_lobbyregister_2022-06-02_#0015484,lobbyregister_client,lobbyregister,2022-06-02,Unternehmertum Venture Capital Partners GmbH,Unternehmertum Venture Capital Partners GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022382,
1299,orig_lobbyregister_2022-09-07_#0015485,lobbyregister_client,lobbyregister,2022-09-07,UPM GmbH,UPM GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022429,
1300,orig_lobbyregister_2022-09-05_#0015486,lobbyregister_client,lobbyregister,2022-09-05,Urenco Deutschland GmbH,Urenco Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022439,
1301,orig_lobbyregister_2022-08-26_#0015487,lobbyregister_client,lobbyregister,2022-08-26,URGO GmbH,URGO GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022443,
1302,orig_lobbyregister_2022-08-31_#0015488,lobbyregister_client,lobbyregister,2022-08-31,USE MY ENERGY GmbH,USE MY ENERGY GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022450,
1303,orig_lobbyregister_2022-06-02_#0015489,lobbyregister_client,lobbyregister,2022-06-02,Vaillant GmbH,Vaillant GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022477,
1304,orig_lobbyregister_2022-09-07_#0015490,lobbyregister_client,lobbyregister,2022-09-07,Vallourec Deutschland GmbH,Vallourec Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022481,
1305,orig_lobbyregister_2022-06-15_#0015491,lobbyregister_client,lobbyregister,2022-06-15,Valneva SE,Valneva SE,norm_lobbyregister_eintrag_2022-09-19_#0022482,
1306,orig_lobbyregister_2022-02-24_#0015492,lobbyregister_client,lobbyregister,2022-02-24,VAMED Aktiengesellschaft,VAMED Aktiengesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0022487,
1307,orig_lobbyregister_2022-09-15_#0015493,lobbyregister_client,lobbyregister,2022-09-15,Vantage Towers AG,Vantage Towers AG,norm_lobbyregister_eintrag_2022-09-19_#0022490,
1308,orig_lobbyregister_2022-07-29_#0015494,lobbyregister_client,lobbyregister,2022-07-29,Varian Medical Systems Deutschland GmbH & Co. KG,Varian Medical Systems Deutschland GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0022492,
1309,orig_lobbyregister_2022-09-13_#0015495,lobbyregister_client,lobbyregister,2022-09-13,Varta AG,Varta AG,norm_lobbyregister_eintrag_2022-09-19_#0022499,
1310,orig_lobbyregister_2022-06-02_#0015496,lobbyregister_client,lobbyregister,2022-06-02,Vattenfall Energy Trading GmbH,Vattenfall Energy Trading GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022509,
1311,orig_lobbyregister_2022-03-04_#0015497,lobbyregister_client,lobbyregister,2022-03-04,VDDS Verband Deutscher Dentalsoftware-Unternehmen,VDDS Verband Deutscher Dentalsoftware-Unternehmen,norm_lobbyregister_eintrag_2022-09-19_#0022587,
1312,orig_lobbyregister_2022-03-04_#0015498,lobbyregister_client,lobbyregister,2022-03-04,VDMA e.V. Power Systems,VDMA e.V. Power Systems,norm_lobbyregister_eintrag_2022-09-19_#0022665,
1313,orig_lobbyregister_2022-07-02_#0015499,lobbyregister_client,lobbyregister,2022-07-02,VDRK Verband der Rohr- und Kanal-Technik-Unternehmen e.V.,VDRK Verband der Rohr- und Kanal-Technik-Unternehmen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022690,
1314,orig_lobbyregister_2022-02-28_#0015500,lobbyregister_client,lobbyregister,2022-02-28,Velux Deutschland,Velux Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0022735,
1315,orig_lobbyregister_2022-08-25_#0015501,lobbyregister_client,lobbyregister,2022-08-25,Venture Leap GmbH,Venture Leap GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022752,
1316,orig_lobbyregister_2022-04-28_#0015502,lobbyregister_client,lobbyregister,2022-04-28,Verband der Bau- und Rohstoffindustrie e.V. (vero),Verband der Bau- und Rohstoffindustrie e.V. (vero),norm_lobbyregister_eintrag_2022-09-19_#0022824,
1317,orig_lobbyregister_2022-06-15_#0015503,lobbyregister_client,lobbyregister,2022-06-15,Verband der Bayerischen Entsorgungsunternehmen e.V. (VBS),Verband der Bayerischen Entsorgungsunternehmen e.V. (VBS),norm_lobbyregister_eintrag_2022-09-19_#0022832,
1318,orig_lobbyregister_2022-08-09_#0015504,lobbyregister_client,lobbyregister,2022-08-09,Verband der Bayerischen Metall- und Elektro-Industrie e.V.,Verband der Bayerischen Metall- und Elektro-Industrie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022834,
1319,orig_lobbyregister_2022-03-04_#0015505,lobbyregister_client,lobbyregister,2022-03-04,Verband der Chemischen Industrie e.V.,Verband der Chemischen Industrie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022859,
1320,orig_lobbyregister_2022-09-08_#0015506,lobbyregister_client,lobbyregister,2022-09-08,Verband der Deutschen Biokraftstoffindustrie e.V (VDB),Verband der Deutschen Biokraftstoffindustrie e.V (VDB),norm_lobbyregister_eintrag_2022-09-19_#0022890,
1321,orig_lobbyregister_2022-02-23_#0015507,lobbyregister_client,lobbyregister,2022-02-23,Verband der deutschen Rauchtabakindustrie e.V.,Verband der deutschen Rauchtabakindustrie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022919,
1322,orig_lobbyregister_2022-03-04_#0015508,lobbyregister_client,lobbyregister,2022-03-04,Verband der Diagnostica-Industrie e.V.,Verband der Diagnostica-Industrie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022924,
1323,orig_lobbyregister_2022-05-31_#0015509,lobbyregister_client,lobbyregister,2022-05-31,Verband der Diätassistenten - Deutscher Bundesverband e. V.,Verband der Diätassistenten - Deutscher Bundesverband e. V.,norm_lobbyregister_eintrag_2022-09-19_#0022927,
1324,orig_lobbyregister_2022-04-05_#0015510,lobbyregister_client,lobbyregister,2022-04-05,Verband der Einzelimporteure internationaler Arzneimittel VEIA,Verband der Einzelimporteure internationaler Arzneimittel VEIA,norm_lobbyregister_eintrag_2022-09-19_#0022932,
1325,orig_lobbyregister_2022-07-29_#0015511,lobbyregister_client,lobbyregister,2022-07-29,Verband der Hämophilie-Apotheken e.V.,Verband der Hämophilie-Apotheken e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022976,
1326,orig_lobbyregister_2022-09-16_#0015512,lobbyregister_client,lobbyregister,2022-09-16,Verband der internationalen Autovermieter e. V.,Verband der internationalen Autovermieter e. V.,norm_lobbyregister_eintrag_2022-09-19_#0023005,
1327,orig_lobbyregister_2022-06-02_#0015513,lobbyregister_client,lobbyregister,2022-06-02,Verband der Internationalen Kraftfahrzeughersteller e.V. (VDIK),Verband der Internationalen Kraftfahrzeughersteller e.V. (VDIK),norm_lobbyregister_eintrag_2022-09-19_#0023009,
1328,orig_lobbyregister_2022-01-25_#0015514,lobbyregister_client,lobbyregister,2022-01-25,Verband der Kleinen und Mittelgroßen Kitaträger,Verband der Kleinen und Mittelgroßen Kitaträger,norm_lobbyregister_eintrag_2022-09-19_#0023016,
1329,orig_lobbyregister_2022-08-09_#0015515,lobbyregister_client,lobbyregister,2022-08-09,Verband der Metallindustriellen Niedersachsens e.V.,Verband der Metallindustriellen Niedersachsens e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023028,
1330,orig_lobbyregister_2022-08-09_#0015516,lobbyregister_client,lobbyregister,2022-08-09,Verband der Metall- und Elektroindustrie Baden-Württemberg e. V. (Südwestmetall),Verband der Metall- und Elektroindustrie Baden-Württemberg e. V. (Südwestmetall),norm_lobbyregister_eintrag_2022-09-19_#0023031,
1331,orig_lobbyregister_2022-08-09_#0015517,lobbyregister_client,lobbyregister,2022-08-09,Verband der Metall- und Elektroindustrie Berlin und Brandenburg e.V.,Verband der Metall- und Elektroindustrie Berlin und Brandenburg e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023033,
1332,orig_lobbyregister_2022-08-09_#0015518,lobbyregister_client,lobbyregister,2022-08-09,Verband der Metall- und Elektroindustrie des Saarlandes e.V.,Verband der Metall- und Elektroindustrie des Saarlandes e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023034,
1333,orig_lobbyregister_2022-08-09_#0015519,lobbyregister_client,lobbyregister,2022-08-09,Verband der Metall- und Elektro-Industrie in Thüringen e.V.,Verband der Metall- und Elektro-Industrie in Thüringen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023037,
1334,orig_lobbyregister_2022-08-09_#0015520,lobbyregister_client,lobbyregister,2022-08-09,Verband der Metall- und Elektroindustrie Nordrhein-Westfalen e.V.,Verband der Metall- und Elektroindustrie Nordrhein-Westfalen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023038,
1335,orig_lobbyregister_2022-08-09_#0015521,lobbyregister_client,lobbyregister,2022-08-09,Verband der Metall- und Elektroindustrie Sachsen-Anhalt e.V.,Verband der Metall- und Elektroindustrie Sachsen-Anhalt e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023039,
1336,orig_lobbyregister_2022-08-09_#0015522,lobbyregister_client,lobbyregister,2022-08-09,Verband der Metall- und Elektro-Unternehmen Hessen e.V.,Verband der Metall- und Elektro-Unternehmen Hessen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023042,
1337,orig_lobbyregister_2022-09-06_#0015523,lobbyregister_client,lobbyregister,2022-09-06,Verband der Privatärztlichen Verrechnungsstellen e.V.,Verband der Privatärztlichen Verrechnungsstellen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023057,
1338,orig_lobbyregister_2022-07-04_#0015524,lobbyregister_client,lobbyregister,2022-07-04,Verband der Privaten Bausparkassen e.V.,Verband der Privaten Bausparkassen e.V.,norm_a_watch_organisation_2022-09-19_#0023058,
1339,orig_lobbyregister_2022-03-03_#0015525,lobbyregister_client,lobbyregister,2022-03-03,Verband der Privaten Krankenversicherung,Verband der Privaten Krankenversicherung,norm_lobbyregister_eintrag_2022-09-19_#0023062,
1340,orig_lobbyregister_2022-02-28_#0015526,lobbyregister_client,lobbyregister,2022-02-28,Verband der Rübenanbauer im Lippe-Weser Raum e.V.,Verband der Rübenanbauer im Lippe-Weser Raum e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023086,
1341,orig_lobbyregister_2022-09-13_#0015527,lobbyregister_client,lobbyregister,2022-09-13,Verband der Sparda-Banken e.V.,Verband der Sparda-Banken e.V.,norm_a_watch_organisation_2022-09-19_#0023095,
1342,orig_lobbyregister_2022-07-04_#0015528,lobbyregister_client,lobbyregister,2022-07-04,Verband der Veranstaltungsorganisatoren e.V.,Verband der Veranstaltungsorganisatoren e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023106,
1343,orig_lobbyregister_2022-07-22_#0015529,lobbyregister_client,lobbyregister,2022-07-22,Verband der Verarbeitungsbetriebe Tierischer Nebenprodukte e.V. (VVTN),Verband der Verarbeitungsbetriebe Tierischer Nebenprodukte e.V. (VVTN),norm_lobbyregister_eintrag_2022-09-19_#0023107,
1344,orig_lobbyregister_2022-09-15_#0015530,lobbyregister_client,lobbyregister,2022-09-15,Verband der Wellpappen-Industrie e.V. (VDW),Verband der Wellpappen-Industrie e.V. (VDW),norm_lobbyregister_eintrag_2022-09-19_#0023112,
1345,orig_lobbyregister_2022-01-11_#0015531,lobbyregister_client,lobbyregister,2022-01-11,Verband der Wissenschaftlichen Katholischen Studentenvereine Unitas e.V.,Verband der Wissenschaftlichen Katholischen Studentenvereine Unitas e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023118,
1346,orig_lobbyregister_2022-05-09_#0015532,lobbyregister_client,lobbyregister,2022-05-09,Verband der Zytostatika herstellenden Apothekerinnen und Apotheker (VZA) e.V.,Verband der Zytostatika herstellenden Apothekerinnen und Apotheker (VZA) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023136,
1347,orig_lobbyregister_2022-03-21_#0015533,lobbyregister_client,lobbyregister,2022-03-21,Verband des eZigarettenhandels (VdeH),Verband des eZigarettenhandels (VdeH),norm_lobbyregister_eintrag_2022-09-19_#0023141,
1348,orig_lobbyregister_2022-02-25_#0015534,lobbyregister_client,lobbyregister,2022-02-25,Verband Deutscher Büchsenmacher und Waffenfachhändler e.V.,Verband Deutscher Büchsenmacher und Waffenfachhändler e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023166,
1349,orig_lobbyregister_2022-07-13_#0015535,lobbyregister_client,lobbyregister,2022-07-13,Verband Deutscher Freizeitparks und Freizeitunternehmen e.V.,Verband Deutscher Freizeitparks und Freizeitunternehmen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023174,
1350,orig_lobbyregister_2022-02-01_#0015536,lobbyregister_client,lobbyregister,2022-02-01,Verband Deutscher Reeder (VDR),Verband Deutscher Reeder (VDR),norm_lobbyregister_eintrag_2022-09-19_#0023233,
1351,orig_lobbyregister_2022-08-08_#0015537,lobbyregister_client,lobbyregister,2022-08-08,Verband Deutscher Weinexporteure e. V.,Verband Deutscher Weinexporteure e. V.,norm_lobbyregister_eintrag_2022-09-19_#0023264,
1352,orig_lobbyregister_2022-09-15_#0015538,lobbyregister_client,lobbyregister,2022-09-15,Verband Deutsches Reisemanagement e.V. (VDR),Verband Deutsches Reisemanagement e.V. (VDR),norm_lobbyregister_eintrag_2022-09-19_#0023271,
1353,orig_lobbyregister_2022-06-02_#0015539,lobbyregister_client,lobbyregister,2022-06-02,Verband Fenster + Fassade,Verband Fenster + Fassade,norm_lobbyregister_eintrag_2022-09-19_#0023303,
1354,orig_lobbyregister_2022-02-18_#0015540,lobbyregister_client,lobbyregister,2022-02-18,Verband katholischer Altenhilfe in Deutschland e. V.,Verband katholischer Altenhilfe in Deutschland e. V.,norm_lobbyregister_eintrag_2022-09-19_#0023372,
1355,orig_lobbyregister_2022-07-11_#0015541,lobbyregister_client,lobbyregister,2022-07-11,Verband Kunststoffabgasanlagen,Verband Kunststoffabgasanlagen,norm_lobbyregister_eintrag_2022-09-19_#0023382,
1356,orig_lobbyregister_2022-07-11_#0015542,lobbyregister_client,lobbyregister,2022-07-11,Verband Sichere Transport- und Verteilnetze/KRITIS e.V.,Verband Sichere Transport- und Verteilnetze/KRITIS e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023427,
