graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_mitgliedschaften_anzahl
"""""",lobbyregister_membership,lobbyregister,2022-08-02,Deutsche Vereinigung für Jugendgerichte und Jugendgerichtshilfen e.V. (DVJJ),Deutsche Vereinigung für Jugendgerichte und Jugendgerichtshilfen e.V. (DVJJ),norm_lobbyregister_eintrag_2022-09-19_#0008088,
"""""",lobbyregister_membership,lobbyregister,2022-03-29,Deutsche Vereinigung für Rehabilitation,Deutsche Vereinigung für Rehabilitation,norm_lobbyregister_eintrag_2022-09-19_#0008092,
"""""",lobbyregister_membership,lobbyregister,2022-04-27,Deutsche Vereinigung für Rehabilitation (DVfR),Deutsche Vereinigung für Rehabilitation (DVfR),norm_lobbyregister_eintrag_2022-09-19_#0008093,
"""""",lobbyregister_membership,lobbyregister,2022-02-26,Deutsche Vereinigung für Rehabilitation (DVfR e.V.),Deutsche Vereinigung für Rehabilitation e.V. (DVfR),norm_a_watch_organisation_2022-09-19_#0008096,
"""""",lobbyregister_membership,lobbyregister,2022-03-28,Deutsche Vereinigung für Rehabilitation DVfR,Deutsche Vereinigung für Rehabilitation (DVfR),norm_lobbyregister_eintrag_2022-09-19_#0008093,
"""""",lobbyregister_membership,lobbyregister,2022-02-24,Deutsche Vereinigung für Rehabilitation - DVfR,Deutsche Vereinigung für Rehabilitation (DVfR),norm_lobbyregister_eintrag_2022-09-19_#0008093,
"""""",lobbyregister_membership,lobbyregister,2022-07-05,Deutsche Vereinigung für Rehabilitation DVfR e.V.,Deutsche Vereinigung für Rehabilitation e.V. (DVfR),norm_a_watch_organisation_2022-09-19_#0008096,
"""""",lobbyregister_membership,lobbyregister,2022-03-04,Deutsche Vereinigung für Rehabilitation e.V.,Deutsche Vereinigung für Rehabilitation e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008094,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Deutsche Vereinigung für Rehabilitation e. V.,Deutsche Vereinigung für Rehabilitation e. V.,norm_lobbyregister_eintrag_2022-09-19_#0008095,
"""""",lobbyregister_membership,lobbyregister,2022-05-09,Deutsche Vereinigung für Rehabilitation e.V. (DVfR),Deutsche Vereinigung für Rehabilitation e.V. (DVfR),norm_a_watch_organisation_2022-09-19_#0008096,
"""""",lobbyregister_membership,lobbyregister,2022-04-20,Deutsche Vereinigung für Rehabilitation e. V. (DVfR),Deutsche Vereinigung für Rehabilitation e. V. (DVfR),norm_lobbyregister_eintrag_2022-09-19_#0008097,
"""""",lobbyregister_membership,lobbyregister,2022-07-13,Deutsche Vereinigung für Rehabilitation und Teilhabe e.V.,Deutsche Vereinigung für Rehabilitation und Teilhabe e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008098,
"""""",lobbyregister_membership,lobbyregister,2022-03-28,Deutsche Vereinigung für Sozialarbeit im Gesundheitswesen e. V. DVSG,Deutsche Vereinigung für Sozialarbeit im Gesundheitswesen e. V. DVSG,norm_lobbyregister_eintrag_2022-09-19_#0008099,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,Deutsche Vereinigung für Sportrecht e.V.,Deutsche Vereinigung für Sportrecht e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008101,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,Deutsche Vereinigung für Sportwissenschaften,Deutsche Vereinigung für Sportwissenschaften,norm_lobbyregister_eintrag_2022-09-19_#0008103,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,Deutsche Vereinigung für Wasserwirtschaft,Deutsche Vereinigung für Wasserwirtschaft,norm_lobbyregister_eintrag_2022-09-19_#0008104,
"""""",lobbyregister_membership,lobbyregister,2022-07-20,Deutsche Vereinigung für Wasserwirtschaft Abwasser und Abfall e.V.,Deutsche Vereinigung für Wasserwirtschaft Abwasser und Abfall e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008105,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Deutsche Verkehrsforum e. V. (DVF),Deutsche Verkehrsforum e. V. (DVF),norm_lobbyregister_eintrag_2022-09-19_#0008106,
"""""",lobbyregister_membership,lobbyregister,2022-06-28,Deutsche Verkehrswacht,Deutsche Verkehrswacht,norm_lobbyregister_eintrag_2022-09-19_#0008107,
"""""",lobbyregister_membership,lobbyregister,2022-02-23,Deutsche Verkehrswacht DVW e. V.,Deutsche Verkehrswacht DVW e. V.,norm_lobbyregister_eintrag_2022-09-19_#0008108,
"""""",lobbyregister_membership,lobbyregister,2022-07-06,Deutsche Verkehrswacht e.V.,Deutsche Verkehrswacht e.V.,norm_a_watch_organisation_2022-09-19_#0008109,
"""""",lobbyregister_membership,lobbyregister,2022-09-02,Deutsche Verkehrswacht e. V.,Deutsche Verkehrswacht e. V.,norm_lobbyregister_eintrag_2022-09-19_#0008110,
"""""",lobbyregister_membership,lobbyregister,2022-03-09,Deutsche Verkehrswissenschaftliche Gesellschaft,Deutsche Verkehrswissenschaftliche Gesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0008111,
"""""",lobbyregister_membership,lobbyregister,2022-07-11,Deutsche Verkehrswissenschaftliche Gesellschaft (DVWG),Deutsche Verkehrswissenschaftliche Gesellschaft (DVWG),norm_lobbyregister_eintrag_2022-09-19_#0008112,
"""""",lobbyregister_membership,lobbyregister,2022-06-29,Deutsche Verkehrswissenschaftliche Gesellschaft Bezirksvereinigung Rheinland e.V.,Deutsche Verkehrswissenschaftliche Gesellschaft Bezirksvereinigung Rheinland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008113,
"""""",lobbyregister_membership,lobbyregister,2022-03-22,Deutsche Verkehrswissenschaftliche Gesellschaft e.V.,Deutsche Verkehrswissenschaftliche Gesellschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008114,
"""""",lobbyregister_membership,lobbyregister,2022-06-29,Deutsche Verkehrswissenschaftliche Gesellschaft e. V.,Deutsche Verkehrswissenschaftliche Gesellschaft e. V.,norm_lobbyregister_eintrag_2022-09-19_#0008115,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Deutsche Verkehrswissenschaftliche Gesellschaft e. V. (DVWG),Deutsche Verkehrswissenschaftliche Gesellschaft e. V. (DVWG),norm_lobbyregister_eintrag_2022-09-19_#0008116,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Deutsche Verpackungsinstitut dvi,Deutsche Verpackungsinstitut dvi,norm_lobbyregister_eintrag_2022-09-19_#0008120,
"""""",lobbyregister_membership,lobbyregister,2022-03-21,Deutsche Versuchs- und Prüfanstalt für Waffen und Munition (DEVA),Deutsche Versuchs- und Prüfanstalt für Waffen und Munition (DEVA),norm_lobbyregister_eintrag_2022-09-19_#0008121,
"""""",lobbyregister_membership,lobbyregister,2022-02-11,Deutsche Wasserstoff- und Brennstoffzellen-Verband (DWV),Deutsche Wasserstoff- und Brennstoffzellen-Verband (DWV),norm_lobbyregister_eintrag_2022-09-19_#0008124,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,Deutsche Wasserstraßen- und Schifffahrtsverein Rhein-Main-Donau e.V.,Deutsche Wasserstraßen- und Schifffahrtsverein Rhein-Main-Donau e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008125,
"""""",lobbyregister_membership,lobbyregister,2022-07-20,Deutsche Welthungerhilfe e.V.,Deutsche Welthungerhilfe e.V.,norm_a_watch_organisation_2022-09-19_#0008128,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,Deutsche Werbewissenschaftliche Gesellschaft e.V.,Deutsche Werbewissenschaftliche Gesellschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008129,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,Deutsche Wettbewerbszentrale,Deutsche Wettbewerbszentrale,norm_lobbyregister_eintrag_2022-09-19_#0008131,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,Deutsche Wissenschaftliche Gesellschaft für Erdöl,Deutsche Wissenschaftliche Gesellschaft für Erdöl,norm_lobbyregister_eintrag_2022-09-19_#0008134,
"""""",lobbyregister_membership,lobbyregister,2022-02-24,Deutsche wissenschaftliche Gesellschaft für nachhaltige Energieträger,Deutsche wissenschaftliche Gesellschaft für nachhaltige Energieträger,norm_lobbyregister_eintrag_2022-09-19_#0008135,
"""""",lobbyregister_membership,lobbyregister,2022-06-29,Deutsche Wissenschaftliche Gesellschaft für nachhaltige Energieträger,Deutsche Wissenschaftliche Gesellschaft für nachhaltige Energieträger,norm_lobbyregister_eintrag_2022-09-19_#0008136,
"""""",lobbyregister_membership,lobbyregister,2022-04-14,Deutsche Zentrale für Tourismus,Deutsche Zentrale für Tourismus,norm_lobbyregister_eintrag_2022-09-19_#0008138,
"""""",lobbyregister_membership,lobbyregister,2022-03-27,Deutsche Zentrale für Tourismus (DZT),Deutsche Zentrale für Tourismus (DZT),norm_lobbyregister_eintrag_2022-09-19_#0008139,
"""""",lobbyregister_membership,lobbyregister,2022-06-29,Deutsche Zentrale für Tourismus e.V.,Deutsche Zentrale für Tourismus e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008140,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,Deutsche Zentrale für Tourismus e.V. (DZT),Deutsche Zentrale für Tourismus e.V. (DZT),norm_lobbyregister_eintrag_2022-09-19_#0008141,
"""""",lobbyregister_membership,lobbyregister,2022-02-24,Deutsche Zöliakie-Gesellschaft e.V.,Deutsche Zöliakie-Gesellschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008146,
"""""",lobbyregister_membership,lobbyregister,2022-03-22,Deutsch-Finnische Handelskammer,Deutsch-Finnische Handelskammer,norm_lobbyregister_eintrag_2022-09-19_#0008148,
"""""",lobbyregister_membership,lobbyregister,2022-06-29,Deutsch-französiches Büro für die Energiewende e.V.,Deutsch-französiches Büro für die Energiewende e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008149,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,Deutsch-französische Büro für die Energiewende e.V. (DFBEW),Deutsch-französische Büro für die Energiewende e.V. (DFBEW),norm_lobbyregister_eintrag_2022-09-19_#0008150,
"""""",lobbyregister_membership,lobbyregister,2022-08-03,Deutsch-Französische IHK,Deutsch-Französische IHK,norm_lobbyregister_eintrag_2022-09-19_#0008151,
"""""",lobbyregister_membership,lobbyregister,2022-05-30,Deutsch-Französische Industrie- und Handelskammer (AHK),Deutsch-Französische Industrie- und Handelskammer (AHK),norm_lobbyregister_eintrag_2022-09-19_#0008152,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Deutsch-Französischer Wirtschaftskreis,Deutsch-Französischer Wirtschaftskreis,norm_lobbyregister_eintrag_2022-09-19_#0008154,
"""""",lobbyregister_membership,lobbyregister,2022-03-31,Deutsch-Französischer Wirtschaftskreis e.V.,Deutsch-Französischer Wirtschaftskreis e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008155,
"""""",lobbyregister_membership,lobbyregister,2022-09-13,Deutsch-Französischer Wirtschaftskreis e. V.,Deutsch-Französischer Wirtschaftskreis e. V.,norm_lobbyregister_eintrag_2022-09-19_#0008156,
"""""",lobbyregister_membership,lobbyregister,2022-03-28,Deutsch-französisches Büro für die Energiewende,Deutsch-französisches Büro für die Energiewende,norm_lobbyregister_eintrag_2022-09-19_#0008157,
"""""",lobbyregister_membership,lobbyregister,2022-02-02,Deutsch-französisches Büro für die Energiewende/Office franco-allemand pour la transition energetique e.V.,Deutsch-französisches Büro für die Energiewende/Office franco-allemand pour la transition energetique e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008158,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,Deutsch-französisches Büro für die Energiewende/ Office franco-allemand pour la transition énergétique e.V.,Deutsch-französisches Büro für die Energiewende/ Office franco-allemand pour la transition énergétique e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008159,
"""""",lobbyregister_membership,lobbyregister,2022-07-01,Deutsch-Französisches Büro für die Energiewende (DFBEW),Deutsch-Französisches Büro für die Energiewende (DFBEW),norm_lobbyregister_eintrag_2022-09-19_#0008160,
"""""",lobbyregister_membership,lobbyregister,2022-09-15,Deutsch-französisches Büro für die Energiewende (DFBEW),Deutsch-Französisches Büro für die Energiewende (DFBEW),norm_lobbyregister_eintrag_2022-09-19_#0008160,
"""""",lobbyregister_membership,lobbyregister,2022-03-07,Deutsch-französisches Büro für die Energiewende e.V.,Deutsch-französisches Büro für die Energiewende e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008161,
"""""",lobbyregister_membership,lobbyregister,2022-07-26,Deutsch-Französisches Büro für erneuerbare Energien,Deutsch-Französisches Büro für erneuerbare Energien,norm_lobbyregister_eintrag_2022-09-19_#0008162,
"""""",lobbyregister_membership,lobbyregister,2022-09-09,Deutsch-Französisches Jugendwerk DFJW,Deutsch-Französisches Jugendwerk DFJW,norm_lobbyregister_eintrag_2022-09-19_#0008166,
"""""",lobbyregister_membership,lobbyregister,2022-07-20,Deutsch-Griechische Industrie- und Handelskammer (AHK Griechenland),Deutsch-Griechische Industrie- und Handelskammer (AHK Griechenland),norm_lobbyregister_eintrag_2022-09-19_#0008169,
"""""",lobbyregister_membership,lobbyregister,2022-08-30,Deutsch-Indische Außenhandelskammer,Deutsch-Indische Außenhandelskammer,norm_lobbyregister_eintrag_2022-09-19_#0008172,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Deutsch-Indische Handelskammer,Deutsch-Indische Handelskammer,norm_lobbyregister_eintrag_2022-09-19_#0008173,
"""""",lobbyregister_membership,lobbyregister,2022-02-22,Deutsch-Indonesische Gesellschaft Bremen e.V.,Deutsch-Indonesische Gesellschaft Bremen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008174,
"""""",lobbyregister_membership,lobbyregister,2022-09-08,Deutsch-Israelische Gesellschaft,Deutsch-Israelische Gesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0008176,
"""""",lobbyregister_membership,lobbyregister,2022-07-27,Deutsch-Israelische Wirtschaftsvereinigung e.V.,Deutsch-Israelische Wirtschaftsvereinigung e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008184,
"""""",lobbyregister_membership,lobbyregister,2022-08-03,Deutsch-Italienische Handelskammer,Deutsch-Italienische Handelskammer,norm_lobbyregister_eintrag_2022-09-19_#0008185,
"""""",lobbyregister_membership,lobbyregister,2022-07-01,Deutsch Japanischer Wirtschaftskreis e. V.,Deutsch Japanischer Wirtschaftskreis e. V.,norm_lobbyregister_eintrag_2022-09-19_#0008188,
"""""",lobbyregister_membership,lobbyregister,2022-07-22,Deutsch-Japanischer Wirtschaftskreis e.V.,Deutsch-Japanischer Wirtschaftskreis e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008189,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Deutsch-Jordanische Gesellschaft e.V.,Deutsch-Jordanische Gesellschaft e.V.,norm_a_watch_organisation_2022-09-19_#0008190,
"""""",lobbyregister_membership,lobbyregister,2022-06-28,Deutschland,Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0008194,
"""""",lobbyregister_membership,lobbyregister,2022-08-16,Deutschland Baut!,Deutschland Baut!,norm_lobbyregister_eintrag_2022-09-19_#0008195,
"""""",lobbyregister_membership,lobbyregister,2022-07-29,Deutschland Land der Ideen,Deutschland Land der Ideen,norm_lobbyregister_eintrag_2022-09-19_#0008197,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,Deutschland - Land der Ideen e. V.,Deutschland - Land der Ideen e. V.,norm_lobbyregister_eintrag_2022-09-19_#0008198,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Deutschland Mobil 2030,Deutschland Mobil 2030,norm_lobbyregister_eintrag_2022-09-19_#0008199,
"""""",lobbyregister_membership,lobbyregister,2022-07-11,Deutschland sicher im Netz (DsiN) e.V.,Deutschland sicher im Netz e.V. (DsiN),norm_lobbyregister_eintrag_2022-09-19_#0008204,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Deutschland sicher im Netz e.V,Deutschland sicher im Netz e.V,norm_lobbyregister_eintrag_2022-09-19_#0008202,
"""""",lobbyregister_membership,lobbyregister,2022-04-29,Deutschland sicher im Netz e.V.,Deutschland sicher im Netz e.V,norm_lobbyregister_eintrag_2022-09-19_#0008202,
"""""",lobbyregister_membership,lobbyregister,2022-09-16,Deutschland Sicher im Netz e.V.,Deutschland sicher im Netz e.V,norm_lobbyregister_eintrag_2022-09-19_#0008202,
"""""",lobbyregister_membership,lobbyregister,2022-07-15,Deutschland sicher im Netz e.V.,Deutschland sicher im Netz e.V,norm_lobbyregister_eintrag_2022-09-19_#0008202,
"""""",lobbyregister_membership,lobbyregister,2022-03-08,Deutschland sicher im Netz e. V.,Deutschland sicher im Netz e. V.,norm_lobbyregister_eintrag_2022-09-19_#0008203,
"""""",lobbyregister_membership,lobbyregister,2022-04-26,Deutschland sicher im Netz e.V. (DsiN),Deutschland sicher im Netz e.V. (DsiN),norm_lobbyregister_eintrag_2022-09-19_#0008204,
"""""",lobbyregister_membership,lobbyregister,2022-01-21,Deutschland sicher im Netz e. V. (DsiN),Deutschland sicher im Netz e. V. (DsiN),norm_lobbyregister_eintrag_2022-09-19_#0008205,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Deutsch-Marokkanische Gesellschaft e.V.,Deutsch-Marokkanische Gesellschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008209,
"""""",lobbyregister_membership,lobbyregister,2022-05-24,Deutsch-Mongolischer Unternehmensverband,Deutsch-Mongolischer Unternehmensverband,norm_lobbyregister_eintrag_2022-09-19_#0008211,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Deutsch-Niederländische Handelskammer,Deutsch-Niederländische Handelskammer,norm_lobbyregister_eintrag_2022-09-19_#0008214,
"""""",lobbyregister_membership,lobbyregister,2022-03-28,Deutsch-Niederländische Handelskammer (DNHK),Deutsch-Niederländische Handelskammer (DNHK),norm_lobbyregister_eintrag_2022-09-19_#0008215,
"""""",lobbyregister_membership,lobbyregister,2022-07-22,Deutsch-Niederländische Handelskammer e.V.,Deutsch-Niederländische Handelskammer e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008216,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,Deutsch-Norwegische Handelskammer,Deutsch-Norwegische Handelskammer,norm_lobbyregister_eintrag_2022-09-19_#0008221,
"""""",lobbyregister_membership,lobbyregister,2022-09-09,Deutsch-Polnisches Jugendwerk DPJW,Deutsch-Polnisches Jugendwerk DPJW,norm_lobbyregister_eintrag_2022-09-19_#0008229,
"""""",lobbyregister_membership,lobbyregister,2022-03-18,Deutsch-Russische Außenhandelskammer,Deutsch-Russische Außenhandelskammer,norm_lobbyregister_eintrag_2022-09-19_#0008234,
"""""",lobbyregister_membership,lobbyregister,2022-02-17,Deutsch Russischer Wirtschaftsbund e.V.,Deutsch Russischer Wirtschaftsbund e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008236,
"""""",lobbyregister_membership,lobbyregister,2022-06-02,Deutsch-Russisches Forum e.V.,Deutsch-Russisches Forum e.V.,norm_a_watch_organisation_2022-09-19_#0008237,
"""""",lobbyregister_membership,lobbyregister,2022-03-22,Deutsch-Schwedische Handelskammer,Deutsch-Schwedische Handelskammer,norm_lobbyregister_eintrag_2022-09-19_#0008239,
"""""",lobbyregister_membership,lobbyregister,2022-03-18,Deutschsprachige Gesellschaft für psychosoziale Onlineberatung (DGOB),Deutschsprachige Gesellschaft für psychosoziale Onlineberatung (DGOB),norm_lobbyregister_eintrag_2022-09-19_#0008242,
"""""",lobbyregister_membership,lobbyregister,2022-08-31,Deutschsprachige SAP-Anwendergruppe,Deutschsprachige SAP-Anwendergruppe,norm_lobbyregister_eintrag_2022-09-19_#0008243,
"""""",lobbyregister_membership,lobbyregister,2022-04-21,Deutschsprachige SAP Anwendergruppe (DSAG),Deutschsprachige SAP Anwendergruppe (DSAG),norm_lobbyregister_eintrag_2022-09-19_#0008244,
"""""",lobbyregister_membership,lobbyregister,2022-09-09,Deutschsprachige SAP Anwendergruppe e.V. (DSAG),Deutschsprachige SAP Anwendergruppe e.V. (DSAG),norm_lobbyregister_eintrag_2022-09-19_#0008245,
"""""",lobbyregister_membership,lobbyregister,2022-07-20,Deutsch-Südafrikanisches Forum (DeSaFor) e.V.,Deutsch-Südafrikanisches Forum (DeSaFor) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008246,
"""""",lobbyregister_membership,lobbyregister,2022-08-30,Deutsch-Turkmenisches Forum e.V.,Deutsch-Turkmenisches Forum e.V.,norm_a_watch_organisation_2022-09-19_#0008258,
"""""",lobbyregister_membership,lobbyregister,2022-09-05,Deutsch-Ukrainisches Forum e.V.,Deutsch-Ukrainisches Forum e.V.,norm_a_watch_organisation_2022-09-19_#0008260,
"""""",lobbyregister_membership,lobbyregister,2022-03-16,Deutsch-Ungarische Gesellschaft,Deutsch-Ungarische Gesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0008261,
"""""",lobbyregister_membership,lobbyregister,2022-03-29,Deutsch-Usbekischer Wirtschaftsrat,Deutsch-Usbekischer Wirtschaftsrat,norm_lobbyregister_eintrag_2022-09-19_#0008264,
"""""",lobbyregister_membership,lobbyregister,2022-08-12,DEUVET - Bundesverband Oldtimer - Youngtimer e. V.,DEUVET - Bundesverband Oldtimer - Youngtimer e. V.,norm_lobbyregister_eintrag_2022-09-19_#0008267,
"""""",lobbyregister_membership,lobbyregister,2022-08-09,DFAM,DFAM,norm_lobbyregister_eintrag_2022-09-19_#0008275,
"""""",lobbyregister_membership,lobbyregister,2022-07-04,DFBEW Deutsch-französisches Büro für die Energiewende,Deutsch-Französisches Büro für die Energiewende (DFBEW),norm_lobbyregister_eintrag_2022-09-19_#0008160,
"""""",lobbyregister_membership,lobbyregister,2022-03-30,DFF - Deutsches Filminstitut & Filmmuseum,DFF - Deutsches Filminstitut & Filmmuseum,norm_lobbyregister_eintrag_2022-09-19_#0008281,
"""""",lobbyregister_membership,lobbyregister,2022-08-30,DFG - Deutsche Forschungsgemeinschaft,DFG - Deutsche Forschungsgemeinschaft,norm_lobbyregister_eintrag_2022-09-19_#0008283,
"""""",lobbyregister_membership,lobbyregister,2022-08-15,DFGT,DFGT,norm_lobbyregister_eintrag_2022-09-19_#0008284,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,DFJV Deutscher Fachjournalisten-Verband AG,DFJV Deutscher Fachjournalisten-Verband AG,norm_lobbyregister_eintrag_2022-09-19_#0008285,
"""""",lobbyregister_membership,lobbyregister,2022-08-10,DFKA e.V. - Deutscher Fachverband für Kassen- und Abrechnungssystemtechnik im bargeld- und bargeldlosen Zahlungsverkehr e.V.,DFKA e.V. - Deutscher Fachverband für Kassen- und Abrechnungssystemtechnik im bargeld- und bargeldlosen Zahlungsverkehr e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008286,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,DFK Verband für Fach-und Führungskräfte e.V.,DFK Verband für Fach-und Führungskräfte e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008287,
"""""",lobbyregister_membership,lobbyregister,2022-03-28,DFK - Verband für Fach- und Führungskräfte e.V.,DFK - Verband für Fach- und Führungskräfte e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008288,
"""""",lobbyregister_membership,lobbyregister,2022-08-09,DFN-Verein e.V.,DFN-Verein e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008293,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,DFN - Verein zur Förderung eines Deutschen Forschungsnetzes e.V.,DFN - Verein zur Förderung eines Deutschen Forschungsnetzes e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008294,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,DFO Deutsche Forschungsgesellschaft für Oberflächenbehandlung,DFO Deutsche Forschungsgesellschaft für Oberflächenbehandlung,norm_lobbyregister_eintrag_2022-09-19_#0008295,
"""""",lobbyregister_membership,lobbyregister,2022-08-16,DFRV Deutscher Fundraising Verband e.V. (www.dfrv.de),DFRV Deutscher Fundraising Verband e.V. (www.dfrv.de),norm_lobbyregister_eintrag_2022-09-19_#0008296,
"""""",lobbyregister_membership,lobbyregister,2022-02-27,DFTA - Deutschsprachige Flexodruck Fachgruppe e.V.,DFTA - Deutschsprachige Flexodruck Fachgruppe e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008298,
"""""",lobbyregister_membership,lobbyregister,2022-03-17,DFWR,DFWR,norm_lobbyregister_eintrag_2022-09-19_#0008299,
"""""",lobbyregister_membership,lobbyregister,2022-02-17,DFWR (Deutscher Forstwirtschaftsrat),Deutscher Forstwirtschaftsrat DFWR,norm_lobbyregister_eintrag_2022-09-19_#0007343,
"""""",lobbyregister_membership,lobbyregister,2022-09-16,DFWR - Deutscher Forstwirtschaftsrat,Deutscher Forstwirtschaftsrat DFWR,norm_lobbyregister_eintrag_2022-09-19_#0007343,
"""""",lobbyregister_membership,lobbyregister,2022-03-31,DGA-Bau Deutsche Gesellschaft für außergerichtliche Streitbeilegung e. V.,DGA-Bau Deutsche Gesellschaft für außergerichtliche Streitbeilegung e. V.,norm_lobbyregister_eintrag_2022-09-19_#0008300,
"""""",lobbyregister_membership,lobbyregister,2022-07-18,DGAP,DGAP,norm_lobbyregister_eintrag_2022-09-19_#0008301,
"""""",lobbyregister_membership,lobbyregister,2022-09-12,DGAP: Dt. Gesellschaft für auswärtige Politik,DGAP: Dt. Gesellschaft für auswärtige Politik,norm_lobbyregister_eintrag_2022-09-19_#0008302,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,DGAP (Deutsche Gesellschaft für Auswärtige Politik),DGAP (Deutsche Gesellschaft für Auswärtige Politik),norm_lobbyregister_eintrag_2022-09-19_#0008303,
"""""",lobbyregister_membership,lobbyregister,2022-01-24,DGAP Deutsche Gesellschaft für auswärtige Politik e.V.,Deutsche Gesellschaft für Auswärtige Politik (DGAP) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006742,
"""""",lobbyregister_membership,lobbyregister,2022-05-31,DGAP Deutsche Gesellschaft für Auswärtige Politik - Förderkreis,DGAP Deutsche Gesellschaft für Auswärtige Politik - Förderkreis,norm_lobbyregister_eintrag_2022-09-19_#0008304,
"""""",lobbyregister_membership,lobbyregister,2022-07-12,DGAP e.V. Deutsche Gesellschaft für Auswärtige Politik Förderkreis,DGAP e.V. Deutsche Gesellschaft für Auswärtige Politik Förderkreis,norm_lobbyregister_eintrag_2022-09-19_#0008305,
"""""",lobbyregister_membership,lobbyregister,2022-05-09,DGAP Förderkreis e.V.,DGAP Förderkreis e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008306,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,DGAR - Deutsche Gesellschaft für Agrarrecht - Vereinigung für Agrar- und Umweltrecht e.V.,DGAR - Deutsche Gesellschaft für Agrarrecht - Vereinigung für Agrar- und Umweltrecht e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008307,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,DGAW,DGAW,norm_lobbyregister_eintrag_2022-09-19_#0008308,
"""""",lobbyregister_membership,lobbyregister,2022-02-24,DGAW Deutsche Gesellschaft für Abfallwirtschaft e.V.,Deutsche Gesellschaft für Abfallwirtschaft e.V. (DGAW e.V.),norm_lobbyregister_eintrag_2022-09-19_#0006725,
"""""",lobbyregister_membership,lobbyregister,2022-04-01,DGAW Deutsche Gesellschaft für Abfallwirtschaft e. V.,DGAW Deutsche Gesellschaft für Abfallwirtschaft e. V.,norm_lobbyregister_eintrag_2022-09-19_#0008309,
