graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_mitgliedschaften_anzahl
"""""",lobbyregister_membership,lobbyregister,2022-04-12,Cora - Netzwerk,Cora - Netzwerk,norm_lobbyregister_eintrag_2022-09-19_#0006118,
"""""",lobbyregister_membership,lobbyregister,2022-03-08,CorA-Netzwerk,CorA-Netzwerk,norm_lobbyregister_eintrag_2022-09-19_#0006119,
"""""",lobbyregister_membership,lobbyregister,2022-04-27,CorA Netzwerk für Unternehmensverantwortung,Netzwerk für Unternehmensverantwortung (CorA),norm_lobbyregister_eintrag_2022-09-19_#0018024,
"""""",lobbyregister_membership,lobbyregister,2022-09-09,CorA - Netzwerk für Unternehmensverantwortung,Netzwerk für Unternehmensverantwortung (CorA),norm_lobbyregister_eintrag_2022-09-19_#0018024,
"""""",lobbyregister_membership,lobbyregister,2022-04-07,CorA-Netzwerk für Unternehmensverantwortung,CorA-Netzwerk für Unternehmensverantwortung,norm_lobbyregister_eintrag_2022-09-19_#0006120,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,CorA - Netzwerk für Unternehmensverantwortung (Corporate Accoutability),CorA - Netzwerk für Unternehmensverantwortung (Corporate Accoutability),norm_lobbyregister_eintrag_2022-09-19_#0006121,
"""""",lobbyregister_membership,lobbyregister,2022-03-03,CorA - Netzwerk für Unternehmensverantwortung c/o German Watch,CorA - Netzwerk für Unternehmensverantwortung c/o German Watch,norm_lobbyregister_eintrag_2022-09-19_#0006122,
"""""",lobbyregister_membership,lobbyregister,2022-09-16,CorA - Netzwerk für Unternehmensverantwortung e.V.,CorA - Netzwerk für Unternehmensverantwortung e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006123,
"""""",lobbyregister_membership,lobbyregister,2022-06-22,CorA Netzwerk für Unternehmensverantwortung - www.cora-netz.de,CorA Netzwerk für Unternehmensverantwortung - www.cora-netz.de,norm_lobbyregister_eintrag_2022-09-19_#0006124,
"""""",lobbyregister_membership,lobbyregister,2022-07-29,CorA-Netzwerk für Unternehmenverantwortung,CorA-Netzwerk für Unternehmenverantwortung,norm_lobbyregister_eintrag_2022-09-19_#0006125,
"""""",lobbyregister_membership,lobbyregister,2022-06-23,CorA Netzwerk Unternehmensverantwortung,CorA Netzwerk Unternehmensverantwortung,norm_lobbyregister_eintrag_2022-09-19_#0006126,
"""""",lobbyregister_membership,lobbyregister,2022-02-17,Cord Blood Assotiation,Cord Blood Assotiation,norm_lobbyregister_eintrag_2022-09-19_#0006128,
"""""",lobbyregister_membership,lobbyregister,2022-07-28,Core Humanitarian Standards,Core Humanitarian Standards,norm_lobbyregister_eintrag_2022-09-19_#0006129,
"""""",lobbyregister_membership,lobbyregister,2022-01-27,CORESTA,CORESTA,norm_lobbyregister_eintrag_2022-09-19_#0006130,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,Corint Media GmbH,Corint Media GmbH,norm_lobbyregister_eintrag_2022-09-19_#0006132,
"""""",lobbyregister_membership,lobbyregister,2022-06-29,Corporación Formados,Corporación Formados,norm_lobbyregister_eintrag_2022-09-19_#0006136,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,Corporate Accountability,Corporate Accountability,norm_lobbyregister_eintrag_2022-09-19_#0006137,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Corporate Accountability Netzwerk CorA,Corporate Accountability Netzwerk CorA,norm_lobbyregister_eintrag_2022-09-19_#0006138,
"""""",lobbyregister_membership,lobbyregister,2022-09-02,Corporate Accountability - Netzwerk für Unternehmensverantwortung,Corporate Accountability - Netzwerk für Unternehmensverantwortung,norm_lobbyregister_eintrag_2022-09-19_#0006139,
"""""",lobbyregister_membership,lobbyregister,2022-03-23,Corporate Accountability - Netzwerk für Unternehmensverantwortung (CorA),Corporate Accountability - Netzwerk für Unternehmensverantwortung (CorA),norm_lobbyregister_eintrag_2022-09-19_#0006140,
"""""",lobbyregister_membership,lobbyregister,2022-03-25,Corporate Responsibility Interface Center (CRIC),Corporate Responsibility Interface Center (CRIC),norm_lobbyregister_eintrag_2022-09-19_#0006141,
"""""",lobbyregister_membership,lobbyregister,2022-07-01,corpwatchers.eu,corpwatchers.eu,norm_lobbyregister_eintrag_2022-09-19_#0006142,
"""""",lobbyregister_membership,lobbyregister,2022-06-17,CORTE,CORTE,norm_lobbyregister_eintrag_2022-09-19_#0006143,
"""""",lobbyregister_membership,lobbyregister,2022-06-07,Cosmetics Europe - The Personal Care Association,Cosmetics Europe - The Personal Care Association,norm_lobbyregister_eintrag_2022-09-19_#0006146,
"""""",lobbyregister_membership,lobbyregister,2022-06-22,COTANCE,COTANCE,norm_lobbyregister_eintrag_2022-09-19_#0006148,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,Council for Global Problem-Solving (CGP),Council for Global Problem-Solving (CGP),norm_lobbyregister_eintrag_2022-09-19_#0006149,
"""""",lobbyregister_membership,lobbyregister,2022-08-11,Council of Bars and Law Societies of Europe,Council of Bars and Law Societies of Europe,norm_lobbyregister_eintrag_2022-09-19_#0006150,
"""""",lobbyregister_membership,lobbyregister,2022-02-24,Council of European Dentists,Council of European Dentists,norm_lobbyregister_eintrag_2022-09-19_#0006151,
"""""",lobbyregister_membership,lobbyregister,2022-02-23,Council of European Professional Informatics Societies,Council of European Professional Informatics Societies,norm_lobbyregister_eintrag_2022-09-19_#0006152,
"""""",lobbyregister_membership,lobbyregister,2022-07-28,Council of Global Problem-Solving (CGP),Council of Global Problem-Solving (CGP),norm_lobbyregister_eintrag_2022-09-19_#0006153,
"""""",lobbyregister_membership,lobbyregister,2022-07-26,Countdown 2030 Europe,Countdown 2030 Europe,norm_lobbyregister_eintrag_2022-09-19_#0006154,
"""""",lobbyregister_membership,lobbyregister,2022-03-09,CP 6744,CP 6744,norm_lobbyregister_eintrag_2022-09-19_#0006159,
"""""",lobbyregister_membership,lobbyregister,2022-07-25,CPA- Certified Practising Accountants,CPA- Certified Practising Accountants,norm_lobbyregister_eintrag_2022-09-19_#0006160,
"""""",lobbyregister_membership,lobbyregister,2022-07-03,CPTI Conscience Peace Tax International,CPTI Conscience Peace Tax International,norm_lobbyregister_eintrag_2022-09-19_#0006163,
"""""",lobbyregister_membership,lobbyregister,2022-06-13,Cradle to Cradle e.V,Cradle to Cradle e.V,norm_lobbyregister_eintrag_2022-09-19_#0006164,
"""""",lobbyregister_membership,lobbyregister,2022-03-07,Creative Media Business Alliance (CMBA),Creative Media Business Alliance (CMBA),norm_lobbyregister_eintrag_2022-09-19_#0006166,
"""""",lobbyregister_membership,lobbyregister,2022-03-07,Creativity Works!,Creativity Works!,norm_lobbyregister_eintrag_2022-09-19_#0006167,
"""""",lobbyregister_membership,lobbyregister,2022-09-06,Creditreform,Creditreform,norm_lobbyregister_eintrag_2022-09-19_#0006168,
"""""",lobbyregister_membership,lobbyregister,2022-09-08,Creditreform Berlin Brandenburg,Creditreform Berlin Brandenburg,norm_lobbyregister_eintrag_2022-09-19_#0006169,
"""""",lobbyregister_membership,lobbyregister,2022-04-05,Creditreform Dresden Aumüller KG,Creditreform Dresden Aumüller KG,norm_lobbyregister_eintrag_2022-09-19_#0006170,
"""""",lobbyregister_membership,lobbyregister,2022-03-16,Creditreform Leipzig,Creditreform Leipzig,norm_lobbyregister_eintrag_2022-09-19_#0006171,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,Crenet Deutschland e.V.,Crenet Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006172,
"""""",lobbyregister_membership,lobbyregister,2022-08-16,CRIC Corporate Responsibility Interface Center (https://cric-online.org/),CRIC Corporate Responsibility Interface Center (https://cric-online.org/),norm_lobbyregister_eintrag_2022-09-19_#0006174,
"""""",lobbyregister_membership,lobbyregister,2022-03-02,CrossArea Verband für Transregionale Studien,CrossArea Verband für Transregionale Studien,norm_lobbyregister_eintrag_2022-09-19_#0006180,
"""""",lobbyregister_membership,lobbyregister,2022-05-24,Cruise Lines International Association Europe (CLIA Deutschland),Cruise Lines International Association Europe (CLIA Deutschland),norm_lobbyregister_eintrag_2022-09-19_#0006183,
"""""",lobbyregister_membership,lobbyregister,2022-03-10,Cruise Lines International Association US (CLIA),Cruise Lines International Association US (CLIA),norm_lobbyregister_eintrag_2022-09-19_#0006184,
"""""",lobbyregister_membership,lobbyregister,2022-09-06,CSC ASBL - Clean Shipping Coalition,CSC ASBL - Clean Shipping Coalition,norm_lobbyregister_eintrag_2022-09-19_#0006188,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,CSR Europe,CSR Europe,norm_lobbyregister_eintrag_2022-09-19_#0006193,
"""""",lobbyregister_membership,lobbyregister,2022-09-14,CTIA - Cellular Telecommunications and Internet Association,CTIA - Cellular Telecommunications and Internet Association,norm_lobbyregister_eintrag_2022-09-19_#0006196,
"""""",lobbyregister_membership,lobbyregister,2022-09-09,CTIF Welt-Feuerwehrverband,CTIF Welt-Feuerwehrverband,norm_lobbyregister_eintrag_2022-09-19_#0006197,
"""""",lobbyregister_membership,lobbyregister,2022-05-06,CTSNet,CTSNet,norm_lobbyregister_eintrag_2022-09-19_#0006198,
"""""",lobbyregister_membership,lobbyregister,2022-08-29,Cuba e.V.,Cuba e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006199,
"""""",lobbyregister_membership,lobbyregister,2022-08-31,CUII Clearingstelle Urheberrecht im Internet,Clearingstelle Urheberrecht im Internet (CUII),norm_lobbyregister_eintrag_2022-09-19_#0005930,
"""""",lobbyregister_membership,lobbyregister,2022-02-07,CULINARIA EUROPE e.V.,CULINARIA EUROPE e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006201,
"""""",lobbyregister_membership,lobbyregister,2022-03-29,Culture Action Europe,Culture Action Europe,norm_lobbyregister_eintrag_2022-09-19_#0006203,
"""""",lobbyregister_membership,lobbyregister,2022-04-21,Curagita,Curagita,norm_lobbyregister_eintrag_2022-09-19_#0006204,
"""""",lobbyregister_membership,lobbyregister,2022-04-27,CVC (Commercial Vehicles Cluster Südwest),CVC (Commercial Vehicles Cluster Südwest),norm_lobbyregister_eintrag_2022-09-19_#0006210,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,CVJM Deutschland,CVJM Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0006211,
"""""",lobbyregister_membership,lobbyregister,2022-08-09,CyberForum e.V.,CyberForum e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006216,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,cyberLAGO e.V.,cyberLAGO e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006217,
"""""",lobbyregister_membership,lobbyregister,2022-02-16,Cybersicherheitsrat,Cybersicherheitsrat,norm_lobbyregister_eintrag_2022-09-19_#0006218,
"""""",lobbyregister_membership,lobbyregister,2022-03-29,Cyber-Sicherheitsrat Deutschland,Cyber-Sicherheitsrat Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0006219,
"""""",lobbyregister_membership,lobbyregister,2022-07-07,Cyber-Sicherheitsrat Deutschland (CSRD) e.V.,Cyber-Sicherheitsrat Deutschland (CSRD) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006220,
"""""",lobbyregister_membership,lobbyregister,2022-08-31,Cybersicherheits-Rat Deutschland e.V.,Cyber-Sicherheitsrat Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006221,
"""""",lobbyregister_membership,lobbyregister,2022-09-01,Cyber-Sicherheitsrat Deutschland e.V.,Cyber-Sicherheitsrat Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006221,
"""""",lobbyregister_membership,lobbyregister,2022-09-02,Cycling Industries Europe,Cycling Industries Europe,norm_lobbyregister_eintrag_2022-09-19_#0006223,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,Cycling Industries Europe (CIE),Cycling Industries Europe (CIE),norm_lobbyregister_eintrag_2022-09-19_#0006224,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,D21,D21,norm_lobbyregister_eintrag_2022-09-19_#0006230,
"""""",lobbyregister_membership,lobbyregister,2022-05-17,D-21077 Hamburg,D-21077 Hamburg,norm_lobbyregister_eintrag_2022-09-19_#0006231,
"""""",lobbyregister_membership,lobbyregister,2022-06-28,D21 e.V.,D21 e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006232,
"""""",lobbyregister_membership,lobbyregister,2022-05-17,D-38116 Braunschweig,D-38116 Braunschweig,norm_lobbyregister_eintrag_2022-09-19_#0006233,
"""""",lobbyregister_membership,lobbyregister,2022-05-17,D-53173 Bonn,D-53173 Bonn,norm_lobbyregister_eintrag_2022-09-19_#0006234,
"""""",lobbyregister_membership,lobbyregister,2022-05-17,D-77960 Seelbach,D-77960 Seelbach,norm_lobbyregister_eintrag_2022-09-19_#0006236,
"""""",lobbyregister_membership,lobbyregister,2022-09-15,DABib e.V. Deutsche Abfallwirtschaftsbibliothek,DABib e.V. Deutsche Abfallwirtschaftsbibliothek,norm_lobbyregister_eintrag_2022-09-19_#0006238,
"""""",lobbyregister_membership,lobbyregister,2022-07-01,DACH Chapter IAOP (International Association for Outsourcing Professionals),DACH Chapter IAOP (International Association for Outsourcing Professionals),norm_lobbyregister_eintrag_2022-09-19_#0006239,
"""""",lobbyregister_membership,lobbyregister,2022-04-21,"Dachverband ""Arbeitskreis gemeinnütziger Jugendaustausch gGmbH"" (AJA)","Dachverband ""Arbeitskreis gemeinnütziger Jugendaustausch gGmbH"" (AJA)",norm_lobbyregister_eintrag_2022-09-19_#0006241,
"""""",lobbyregister_membership,lobbyregister,2022-03-02,Dachverband Anthroposophische Medizin in Deutschland (DAMiD),Dachverband Anthroposophische Medizin in Deutschland (DAMiD),norm_lobbyregister_eintrag_2022-09-19_#0006244,
"""""",lobbyregister_membership,lobbyregister,2022-02-10,Dachverband Ärztlicher Diagnostikfächer (DVÄD),Dachverband Ärztlicher Diagnostikfächer (DVÄD),norm_lobbyregister_eintrag_2022-09-19_#0006245,
"""""",lobbyregister_membership,lobbyregister,2022-06-22,Dachverband der Bayerischen Schaf- und Ziegenzuchverbände e.V.,Dachverband der Bayerischen Schaf- und Ziegenzuchverbände e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006247,
"""""",lobbyregister_membership,lobbyregister,2022-03-08,Dachverband der deutschen Natur-,Dachverband der deutschen Natur-,norm_lobbyregister_eintrag_2022-09-19_#0006248,
"""""",lobbyregister_membership,lobbyregister,2022-07-01,Dachverband der Erneuerbaren Energie Cluster,Dachverband der Erneuerbaren Energie Cluster,norm_lobbyregister_eintrag_2022-09-19_#0006249,
"""""",lobbyregister_membership,lobbyregister,2022-01-20,Dachverband der Kritischen Aktionärinnen und Aktionäre,Dachverband der Kritischen Aktionärinnen und Aktionäre,norm_lobbyregister_eintrag_2022-09-19_#0006251,
"""""",lobbyregister_membership,lobbyregister,2022-02-22,Dachverband der Kritischen Aktionärinnen und Aktionäre e.V,Dachverband der Kritischen Aktionärinnen und Aktionäre e.V,norm_lobbyregister_eintrag_2022-09-19_#0006252,
"""""",lobbyregister_membership,lobbyregister,2022-07-07,Dachverband der Kritischen Aktionärinnen und Aktionäre e.V.,Dachverband der Kritischen Aktionärinnen und Aktionäre e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006253,
"""""",lobbyregister_membership,lobbyregister,2022-03-23,Dachverband der Weltläden e. V.,Dachverband der Weltläden e. V.,norm_lobbyregister_eintrag_2022-09-19_#0006255,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Dachverband deutschsprachiger Lesben-/Frauenarchive und -bibliotheken,Dachverband deutschsprachiger Lesben-/Frauenarchive und -bibliotheken,norm_lobbyregister_eintrag_2022-09-19_#0006257,
"""""",lobbyregister_membership,lobbyregister,2022-08-18,Dachverband Deutschsprachiger Psychosenpsychotherapie,Dachverband Deutschsprachiger Psychosenpsychotherapie,norm_lobbyregister_eintrag_2022-09-19_#0006258,
"""""",lobbyregister_membership,lobbyregister,2022-03-18,Dachverband deutschsprachiger Psychosenpsychotherapie (DDPP),Dachverband deutschsprachiger Psychosenpsychotherapie (DDPP),norm_lobbyregister_eintrag_2022-09-19_#0006259,
"""""",lobbyregister_membership,lobbyregister,2022-02-23,Dachverband Deutschsprachiger PsychosenPsychotherapie DDPP,Dachverband deutschsprachiger Psychosenpsychotherapie (DDPP),norm_lobbyregister_eintrag_2022-09-19_#0006259,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,Dachverband Dialektisch Behaviourale Therapie e.V.,Dachverband Dialektisch Behaviourale Therapie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006260,
"""""",lobbyregister_membership,lobbyregister,2022-01-20,Dachverband Entwicklungspolitik Baden-Württemberg (DEAB),Dachverband Entwicklungspolitik Baden-Württemberg (DEAB),norm_lobbyregister_eintrag_2022-09-19_#0006261,
"""""",lobbyregister_membership,lobbyregister,2022-05-07,Dachverband Entwicklungspolitik Baden-Württemberg e.V.,Dachverband Entwicklungspolitik Baden-Württemberg e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006262,
"""""",lobbyregister_membership,lobbyregister,2022-07-18,Dachverband Entwicklungspolitik Baden-Württemberg e.V. (DEAB),Dachverband Entwicklungspolitik Baden-Württemberg e.V. (DEAB),norm_lobbyregister_eintrag_2022-09-19_#0006263,
"""""",lobbyregister_membership,lobbyregister,2022-01-26,Dachverband Freier Weltanschauungsgemeinsch,Dachverband Freier Weltanschauungsgemeinsch,norm_lobbyregister_eintrag_2022-09-19_#0006264,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Dachverband für Technologen/-innen und Analytiker/-innen in der Medizin Deutschland e.V. (DVTA),Dachverband für Technologen/-innen und Analytiker/-innen in der Medizin Deutschland e.V. (DVTA),norm_lobbyregister_eintrag_2022-09-19_#0006265,
"""""",lobbyregister_membership,lobbyregister,2022-06-23,Dachverband für Technologen/-innen und Analytiker/-innen in der Medizin Deutschland e.V. DVTA,Dachverband für Technologen/-innen und Analytiker/-innen in der Medizin Deutschland e.V. DVTA,norm_lobbyregister_eintrag_2022-09-19_#0006266,
