graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_auftraggeber_anzahl
"""""",lobbyregister_client,lobbyregister,2022-04-19,Berlin Global Advisors (BGA) GmbH,Berlin Global Advisors (BGA) GmbH,norm_lobbyregister_eintrag_2022-09-19_#0002808,
"""""",lobbyregister_client,lobbyregister,2022-03-21,Berlin Kommunikation UG,Berlin Kommunikation UG,norm_lobbyregister_eintrag_2022-09-19_#0002816,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Berlin Partner für Wirtschaft und Technologie GmbH,Berlin Partner für Wirtschaft und Technologie GmbH,norm_lobbyregister_eintrag_2022-09-19_#0002821,
"""""",lobbyregister_client,lobbyregister,2022-03-21,Bernstein Health,Bernstein Health,norm_lobbyregister_eintrag_2022-09-19_#0002835,
"""""",lobbyregister_client,lobbyregister,2022-05-31,Berufsverband der Ärzte und Psychologischen Psychotherapeuten in der Schmerz- und Palliativmedizin in Deutschland e.V. (BVSD),Berufsverband der Ärzte und Psychologischen Psychotherapeuten in der Schmerz- und Palliativmedizin in Deutschland e.V. (BVSD),norm_lobbyregister_eintrag_2022-09-19_#0002851,
"""""",lobbyregister_client,lobbyregister,2022-04-20,Berufsverband der Berufsbetreuer (BdB),Berufsverband der Berufsbetreuer (BdB),norm_lobbyregister_eintrag_2022-09-19_#0002853,
"""""",lobbyregister_client,lobbyregister,2022-05-10,Berufsverband der Datenschutzbeauftragten Deutschlands (BvD) e.V.,Berufsverband der Datenschutzbeauftragten Deutschlands (BvD) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0002857,
"""""",lobbyregister_client,lobbyregister,2022-05-31,Berufsverband der Deutschen Dermatologen e.V.,Berufsverband der Deutschen Dermatologen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0002860,
"""""",lobbyregister_client,lobbyregister,2022-05-03,Berufsverband der Deutschen Urologen e. V. (BvDU),Berufsverband der Deutschen Urologen e. V. (BvDU),norm_lobbyregister_eintrag_2022-09-19_#0002864,
"""""",lobbyregister_client,lobbyregister,2022-02-21,Berufsverband Deutscher Oralchirurgen,Berufsverband Deutscher Oralchirurgen,norm_lobbyregister_eintrag_2022-09-19_#0002886,
"""""",lobbyregister_client,lobbyregister,2022-02-09,Berufsverband Deutscher Rheumatologen e.V.,Berufsverband Deutscher Rheumatologen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0002890,
"""""",lobbyregister_client,lobbyregister,2022-05-03,Berufsverband Niedergelassener Gastroenterologen Deutschlands e.V. - bng,Berufsverband Niedergelassener Gastroenterologen Deutschlands e.V. - bng,norm_lobbyregister_eintrag_2022-09-19_#0002897,
"""""",lobbyregister_client,lobbyregister,2022-08-31,BeWo Anlagentechnik,BeWo Anlagentechnik,norm_lobbyregister_eintrag_2022-09-19_#0002937,
"""""",lobbyregister_client,lobbyregister,2022-03-03,BFS health finance GmbH,BFS health finance GmbH,norm_lobbyregister_eintrag_2022-09-19_#0002972,
"""""",lobbyregister_client,lobbyregister,2022-01-07,BfTG,BfTG,norm_lobbyregister_eintrag_2022-09-19_#0002976,
"""""",lobbyregister_client,lobbyregister,2022-08-11,BFW Bundesverband Freier Immobilien- und Wohnungsunternehmen,BFW Bundesverband Freier Immobilien- und Wohnungsunternehmen,norm_lobbyregister_eintrag_2022-09-19_#0002979,
"""""",lobbyregister_client,lobbyregister,2022-03-22,BGA Berlin-Global-Advisors,BGA Berlin-Global-Advisors,norm_lobbyregister_eintrag_2022-09-19_#0002992,
"""""",lobbyregister_client,lobbyregister,2022-08-12,BIC,BIC,norm_lobbyregister_eintrag_2022-09-19_#0003013,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,norm_a_watch_organisation_2022-09-19_#0003047,
"""""",lobbyregister_client,lobbyregister,2022-02-25,Bingmann Pflueger International,Bingmann Pflueger International,norm_lobbyregister_eintrag_2022-09-19_#0003056,
"""""",lobbyregister_client,lobbyregister,2022-08-31,BioEnergie Gettorf KG,BioEnergie Gettorf KG,norm_lobbyregister_eintrag_2022-09-19_#0003069,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Biogasrat+ e. V. - dezentrale energien,Biogasrat+ e. V. - dezentrale energien,norm_lobbyregister_eintrag_2022-09-19_#0003075,
"""""",lobbyregister_client,lobbyregister,2022-08-31,Biogas Service Tarmstedt GmbH,Biogas Service Tarmstedt GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003077,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Biogen GmbH,Biogen GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003079,
"""""",lobbyregister_client,lobbyregister,2022-08-31,BioG GmbH,BioG GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003080,
"""""",lobbyregister_client,lobbyregister,2022-03-03,BioMarin Deutschland GmbH,BioMarin Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003089,
"""""",lobbyregister_client,lobbyregister,2022-09-15,BioNTech SE,BioNTech SE,norm_lobbyregister_eintrag_2022-09-19_#0003097,
"""""",lobbyregister_client,lobbyregister,2022-04-28,BiPRO e.V.,BiPRO e.V.,norm_lobbyregister_eintrag_2022-09-19_#0003115,
"""""",lobbyregister_client,lobbyregister,2022-08-09,Bird Rides Germany GmbH,Bird Rides Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003119,
"""""",lobbyregister_client,lobbyregister,2022-06-27,Björn Steiger Stiftung SbR,Björn Steiger Stiftung SbR,norm_lobbyregister_eintrag_2022-09-19_#0003146,
"""""",lobbyregister_client,lobbyregister,2022-09-15,BlackRock Asset Management Deutschland AG,BlackRock Asset Management Deutschland AG,norm_lobbyregister_eintrag_2022-09-19_#0003164,
"""""",lobbyregister_client,lobbyregister,2022-05-09,blikk Holding GmbH,blikk Holding GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003171,
"""""",lobbyregister_client,lobbyregister,2022-07-18,blocknox GmbH,blocknox GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003176,
"""""",lobbyregister_client,lobbyregister,2022-06-02,bmp greengas GmbH,bmp greengas GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003225,
"""""",lobbyregister_client,lobbyregister,2022-06-21,BMW AG,BMW AG,norm_lobbyregister_eintrag_2022-09-19_#0003252,
"""""",lobbyregister_client,lobbyregister,2022-09-13,BNP Paribas S.A. Niederlassung Deutschland,BNP Paribas S.A. Niederlassung Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0003290,
"""""",lobbyregister_client,lobbyregister,2022-07-29,BODE Chemie GmbH,BODE Chemie GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003299,
"""""",lobbyregister_client,lobbyregister,2022-02-22,Bode Chemie GmbH,Bode Chemie GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003300,
"""""",lobbyregister_client,lobbyregister,2022-09-16,Boehringer Ingelheim Corporate Center GmbH,Boehringer Ingelheim Corporate Center GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003308,
"""""",lobbyregister_client,lobbyregister,2022-02-23,Boldt,Boldt,norm_lobbyregister_eintrag_2022-09-19_#0003315,
"""""",lobbyregister_client,lobbyregister,2022-08-09,Bolt Services DE GmbH,Bolt Services DE GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003317,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Bombardier Transportation GmbH,Bombardier Transportation GmbH,norm_lobbypedia_parteispenden_2022-09-19_#0003323,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Booking.com B.V.,Booking.com B.V.,norm_lobbyregister_eintrag_2022-09-19_#0003332,
"""""",lobbyregister_client,lobbyregister,2022-07-18,Börse Stuttgart cats GmbH,Börse Stuttgart cats GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003338,
"""""",lobbyregister_client,lobbyregister,2022-07-18,Börse Stuttgart Digital Exchange GmbH,Börse Stuttgart Digital Exchange GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003339,
"""""",lobbyregister_client,lobbyregister,2022-07-18,Börse Stuttgart Digital Holding GmbH,Börse Stuttgart Digital Holding GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003340,
"""""",lobbyregister_client,lobbyregister,2022-07-18,Börse Stuttgart Digital Ventures GmbH,Börse Stuttgart Digital Ventures GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003341,
"""""",lobbyregister_client,lobbyregister,2022-07-18,Börse Stuttgart GmbH,Börse Stuttgart GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003342,
"""""",lobbyregister_client,lobbyregister,2022-07-18,Börse Stuttgart Securities GmbH,Börse Stuttgart Securities GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003343,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Bosch Healthcare Solutions GmbH,Bosch Healthcare Solutions GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003345,
"""""",lobbyregister_client,lobbyregister,2022-05-31,Boston Scientific Medizintechnik GmbH,Boston Scientific Medizintechnik GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003348,
"""""",lobbyregister_client,lobbyregister,2022-06-02,BP Europe SE,BP Europe SE,norm_lobbyregister_eintrag_2022-09-19_#0003364,
"""""",lobbyregister_client,lobbyregister,2022-07-04,Braunschweiger Netz GmbH,Braunschweiger Netz GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003400,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Breakthrough Energy,Breakthrough Energy,norm_lobbyregister_eintrag_2022-09-19_#0003407,
"""""",lobbyregister_client,lobbyregister,2022-02-26,Bremer Toto und Lotto GmbH,Bremer Toto und Lotto GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003427,
"""""",lobbyregister_client,lobbyregister,2022-02-25,brighter AI,brighter AI,norm_lobbyregister_eintrag_2022-09-19_#0003431,
"""""",lobbyregister_client,lobbyregister,2022-03-03,Bristol-Myers Squibb GmbH & Co. KGaA,Bristol-Myers Squibb GmbH & Co. KGaA,norm_lobbyregister_eintrag_2022-09-19_#0003435,
"""""",lobbyregister_client,lobbyregister,2022-09-16,Brita Vivreau GmbH,Brita Vivreau GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003438,
"""""",lobbyregister_client,lobbyregister,2022-07-20,British American Tobacco (Industrie) GmbH,British American Tobacco (Industrie) GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003440,
"""""",lobbyregister_client,lobbyregister,2022-08-26,Brüsseler Kreis e.V.,Brüsseler Kreis e.V.,norm_lobbyregister_eintrag_2022-09-19_#0003474,
"""""",lobbyregister_client,lobbyregister,2022-03-03,BRZ,BRZ,norm_lobbyregister_eintrag_2022-09-19_#0003476,
"""""",lobbyregister_client,lobbyregister,2022-08-15,BSA Business Software Alliance,BSA Business Software Alliance,norm_lobbyregister_eintrag_2022-09-19_#0003478,
"""""",lobbyregister_client,lobbyregister,2022-06-02,BTGA - Bundesindustrieverband Technische Gebäudeausrüstung e.V.,BTGA - Bundesindustrieverband Technische Gebäudeausrüstung e.V.,norm_lobbyregister_eintrag_2022-09-19_#0003500,
"""""",lobbyregister_client,lobbyregister,2022-08-31,bue anlagentechnik gmbh,bue anlagentechnik gmbh,norm_lobbyregister_eintrag_2022-09-19_#0003512,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Bund Deutscher Heilpraktiker (BDH) e.V.,Bund Deutscher Heilpraktiker (BDH) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0003581,
"""""",lobbyregister_client,lobbyregister,2022-03-01,Bund Deutscher Heilpraktiker e.V.,Bund Deutscher Heilpraktiker e.V.,norm_lobbyregister_eintrag_2022-09-19_#0003582,
"""""",lobbyregister_client,lobbyregister,2022-04-07,Bundesarbeitsgemeinschaft Seniorenbüros,Bundesarbeitsgemeinschaft Seniorenbüros,norm_lobbyregister_eintrag_2022-09-19_#0003780,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Bundesdeutscher Arbeitskreis für Umweltbewusstes Management (B.A.U.M.) e.V.,Bundesdeutscher Arbeitskreis für Umweltbewusstes Management (B.A.U.M.) e.V.,norm_a_watch_organisation_2022-09-19_#0003811,
"""""",lobbyregister_client,lobbyregister,2022-09-09,Bundesland Saarland,Bundesland Saarland,norm_lobbyregister_eintrag_2022-09-19_#0003909,
"""""",lobbyregister_client,lobbyregister,2022-02-24,Bundesmusikverband Chor & Orchester e.V. (BMCO),Bundesmusikverband Chor & Orchester e.V. (BMCO),norm_lobbyregister_eintrag_2022-09-19_#0004110,
"""""",lobbyregister_client,lobbyregister,2022-07-14,Bundesnetzwerk Bürgerschaftliches Engagement,Bundesnetzwerk Bürgerschaftliches Engagement,norm_lobbyregister_eintrag_2022-09-19_#0004115,
"""""",lobbyregister_client,lobbyregister,2022-09-01,Bundesnotarkammer Körperschaft des öffentlichen Rechts,Bundesnotarkammer Körperschaft des öffentlichen Rechts,norm_lobbyregister_eintrag_2022-09-19_#0004123,
"""""",lobbyregister_client,lobbyregister,2022-09-09,Bundesrepublik Deutschland vertreten durch das Bundesministerium für Bildung und Forschung,Bundesrepublik Deutschland vertreten durch das Bundesministerium für Bildung und Forschung,norm_lobbyregister_eintrag_2022-09-19_#0004138,
"""""",lobbyregister_client,lobbyregister,2022-05-16,Bundesverband Bausysteme e. V.,Bundesverband Bausysteme e. V.,norm_lobbyregister_eintrag_2022-09-19_#0004200,
"""""",lobbyregister_client,lobbyregister,2022-02-10,Bundesverband Betrieblicher Brandschutz Werkfeuerwehrverband Deutschland e.V.,Bundesverband Betrieblicher Brandschutz Werkfeuerwehrverband Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004209,
"""""",lobbyregister_client,lobbyregister,2022-08-23,Bundesverband der Deutschen Luft und Raumfahrtindustrie,Bundesverband der Deutschen Luft und Raumfahrtindustrie,norm_lobbyregister_eintrag_2022-09-19_#0004333,
"""""",lobbyregister_client,lobbyregister,2022-04-28,Bundesverband der Deutschen Luft- und Raumfahrtindustrie e. V. (BDLI),Bundesverband der Deutschen Luft- und Raumfahrtindustrie e. V. (BDLI),norm_lobbyregister_eintrag_2022-09-19_#0004343,
"""""",lobbyregister_client,lobbyregister,2022-03-02,Bundesverband der deutschen Sportartikel-Industrie e.V. (BSI),Bundesverband der deutschen Sportartikel-Industrie e.V. (BSI),norm_lobbyregister_eintrag_2022-09-19_#0004358,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Bundesverband der Deutschen Volksbanken und Raiffeisenbanken e.V.,Bundesverband der Deutschen Volksbanken und Raiffeisenbanken e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004373,
"""""",lobbyregister_client,lobbyregister,2022-08-23,Bundesverband der Deutschen Volksbanken und Raiffeisenbanken e.V. (BVR),Bundesverband der Deutschen Volksbanken und Raiffeisenbanken e.V. (BVR),norm_lobbyregister_eintrag_2022-09-19_#0004375,
"""""",lobbyregister_client,lobbyregister,2022-08-23,Bundesverband der Dolmetscher und Übersetzer e.V. (BDÜ),Bundesverband der Dolmetscher und Übersetzer e.V. (BDÜ),norm_lobbyregister_eintrag_2022-09-19_#0004392,
"""""",lobbyregister_client,lobbyregister,2022-03-22,Bundesverband der electronic cash Netzbetreiber (BecN) e.V.,Bundesverband der electronic cash Netzbetreiber (BecN) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004393,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Bundesverband der Energie- und Klimaschutzagenturen Deutschlands (eaD) e.V.,Bundesverband der Energie- und Klimaschutzagenturen Deutschlands (eaD) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004402,
"""""",lobbyregister_client,lobbyregister,2022-08-31,Bundesverband der Geldwäschebeauftragten (BVGB) e.V.,Bundesverband der Geldwäschebeauftragten (BVGB) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004422,
"""""",lobbyregister_client,lobbyregister,2022-05-31,Bundesverband der Pharmazeutischen Industrie e.V.,Bundesverband der Pharmazeutischen Industrie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004468,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Bundesverband der Verbraucherzentralen und Verbraucherverbände - Verbraucherzentrale Bundesverband e.V.,Bundesverband der Verbraucherzentralen und Verbraucherverbände - Verbraucherzentrale Bundesverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004509,
"""""",lobbyregister_client,lobbyregister,2022-03-02,Bundesverband der Wertpapierfirmen e.V. (bwf),Bundesverband der Wertpapierfirmen e.V. (bwf),norm_lobbyregister_eintrag_2022-09-19_#0004517,
"""""",lobbyregister_client,lobbyregister,2022-03-22,Bundesverband der Zahlungs- und E-Geld-Institute (BVZI) e.V,Bundesverband der Zahlungs- und E-Geld-Institute (BVZI) e.V,norm_lobbyregister_eintrag_2022-09-19_#0004522,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Bundesverband der Zigarrenindustrie e.V.,Bundesverband der Zigarrenindustrie e.V.,norm_lobbypedia_parteispenden_2022-09-19_#0004524,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Bundesverband des Elektro-Großhandels (VEG) e.V.,Bundesverband des Elektro-Großhandels (VEG) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004536,
"""""",lobbyregister_client,lobbyregister,2022-03-03,Bundesverband Deutscher Privatkliniken e.V.,Bundesverband Deutscher Privatkliniken e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004620,
"""""",lobbyregister_client,lobbyregister,2022-06-20,Bundesverband Deutscher Schulen für Logopädie e.V. (BDSSL),Bundesverband Deutscher Schulen für Logopädie e.V. (BDSSL),norm_lobbyregister_eintrag_2022-09-19_#0004624,
"""""",lobbyregister_client,lobbyregister,2022-09-02,Bundesverband Deutscher Versandapotheken - BVDVA,Bundesverband Deutscher Versandapotheken - BVDVA,norm_lobbyregister_eintrag_2022-09-19_#0004650,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Bundesverband Deutscher Versicherungskaufleute e. V. ( BVK ),Bundesverband Deutscher Versicherungskaufleute e. V. ( BVK ),norm_lobbyregister_eintrag_2022-09-19_#0004651,
"""""",lobbyregister_client,lobbyregister,2022-07-11,Bundesverband Deutscher Wasserkraftwerke (BDW) e.V.,Bundesverband Deutscher Wasserkraftwerke (BDW) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004654,
"""""",lobbyregister_client,lobbyregister,2022-06-15,Bundesverband Deutscher Wurst- & Schinkenproduzenten e.V. (BVWS),Bundesverband Deutscher Wurst- & Schinkenproduzenten e.V. (BVWS),norm_lobbyregister_eintrag_2022-09-19_#0004661,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Bundesverband energieeff. Gebäudehülle e.V.,Bundesverband energieeff. Gebäudehülle e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004700,
"""""",lobbyregister_client,lobbyregister,2022-04-13,Bundesverband Freier Tankstellen e.V.,Bundesverband Freier Tankstellen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004762,
"""""",lobbyregister_client,lobbyregister,2022-09-16,Bundesverband für selbständige Wissensarbeit e.V.,Bundesverband für selbständige Wissensarbeit e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004792,
"""""",lobbyregister_client,lobbyregister,2022-09-02,Bundesverband GebäudeGrün e.V.,Bundesverband GebäudeGrün e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004806,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Bundesverband Kraft-Wärme-Kopplung e.V. (B.KWK),Bundesverband Kraft-Wärme-Kopplung e.V. (B.KWK),norm_lobbyregister_eintrag_2022-09-19_#0004872,
"""""",lobbyregister_client,lobbyregister,2022-08-31,Bundesverband Kreativbrauer e.V.,Bundesverband Kreativbrauer e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004873,
"""""",lobbyregister_client,lobbyregister,2022-03-16,Bundesverband Medizintechnologie e.V:,Bundesverband Medizintechnologie e.V:,norm_lobbyregister_eintrag_2022-09-19_#0004905,
"""""",lobbyregister_client,lobbyregister,2022-03-03,Bundesverband Medizintechnologie e.V.,Bundesverband Medizintechnologie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004906,
"""""",lobbyregister_client,lobbyregister,2022-09-02,Bundesverband Patientenindividueller Arzneimittelverblisterer - BPAV,Bundesverband Patientenindividueller Arzneimittelverblisterer - BPAV,norm_lobbyregister_eintrag_2022-09-19_#0004994,
"""""",lobbyregister_client,lobbyregister,2022-05-31,Bundesverband pharmazeutischer Cannabinoidunternehmen e.V.,Bundesverband pharmazeutischer Cannabinoidunternehmen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004997,
"""""",lobbyregister_client,lobbyregister,2022-06-15,Bundesverband spezielle Lebensmittel (DIÄTVERBAND) e.V.,Bundesverband spezielle Lebensmittel (DIÄTVERBAND) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005055,
"""""",lobbyregister_client,lobbyregister,2022-03-24,Bundesverband Verrechnungsstellen Gesundheit e. V.,Bundesverband Verrechnungsstellen Gesundheit e. V.,norm_lobbyregister_eintrag_2022-09-19_#0005075,
"""""",lobbyregister_client,lobbyregister,2022-03-17,Bundesverband Wärmepumpe (BWP),Bundesverband Wärmepumpe (BWP),norm_lobbyregister_eintrag_2022-09-19_#0005078,
"""""",lobbyregister_client,lobbyregister,2022-03-02,Bundesverband WindEnergie e.V.,Bundesverband WindEnergie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005093,
